it,ft,bt,transmission,ownerNo,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats_1,Color,Gear Box,Drive Type,City
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,₹ 6 Lakh,Third Party,"36,000 Kms",21.01 kmpl,1197 CC,5,Grey,,,Delhi
0,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2015,₹ 4.95 Lakh,Third Party insurance,"44,559 Kms",18.9 kmpl,1197 CC,5,Silver,,,Delhi
0,Petrol,SUV,Manual,1,MG,MG Hector Plus,2022,₹ 20.50 Lakh,Third Party insurance,"10,000 Kms",14.025 kmpl,1451 CC,6,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2021,₹ 6.27 Lakh,Comprehensive,"37,587 Kms",19.33 kmpl,1199 CC,5,Grey,,,Delhi
0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2016,₹ 3.40 Lakh,Third Party insurance,"90,000 Kms",17.8 kmpl,1198 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,₹ 1.90 Lakh,Comprehensive,"73,786 Kms",20.36 kmpl,1197 CC,5,Grey,,,Delhi
0,Petrol,Sedan,Automatic,1,Toyota,Toyota Corolla Altis,2009,₹ 3 Lakh,Third Party insurance,"50,000 Kms",14.53 kmpl,1794 CC,5,Silver,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,₹ 5.75 Lakh,Third Party insurance,"22,000 Kms",21.21 kmpl,1197 CC,5,Grey,,,Delhi
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2019,₹ 7.43 Lakh,Comprehensive,"38,103 Kms",19.56 kmpl,1197 CC,5,Blue,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2022,₹ 6.45 Lakh,Third Party insurance,"15,000 Kms",20.89 kmpl,1197 CC,5,White,,,Delhi
0,Diesel,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2018,₹ 17 Lakh,Comprehensive,"69,000 Kms",11.36 kmpl,2755 CC,7,Brown,,,Delhi
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2013,₹ 3.59 Lakh,Comprehensive,"48,327 Kms",18.9 kmpl,1197 CC,5,Orange,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Zen Estilo,2008,₹ 1.20 Lakh,Third Party insurance,"40,000 Kms",18.2 kmpl,1061 CC,5,Others,,,Delhi
0,Petrol,SUV,Manual,1,Kia,Kia Seltos,2020,₹ 11.21 Lakh,Third Party insurance,"38,967 Kms",16.5 kmpl,1353 CC,5,Grey,,,Delhi
0,Diesel,SUV,Manual,1,Kia,Kia Seltos,2020,₹ 13.75 Lakh,Comprehensive,"50,000 Kms",20.8 kmpl,1493 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 5.25 Lakh,Comprehensive,"33,000 Kms",21.01 kmpl,1197 CC,5,Grey,,,Delhi
0,Petrol,Sedan,Manual,1,Toyota,Toyota Etios,2014,₹ 3.75 Lakh,Comprehensive,"70,000 Kms",16.78 kmpl,1496 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2006,"₹ 90,000 ",Third Party insurance,"1,20,000 Kms",18.9 kmpl,998 CC,5,Others,,,Delhi
0,Diesel,SUV,Automatic,1,Isuzu,Isuzu MU-X,2018,₹ 16.99 Lakh,Comprehensive,"72,000 Kms",13.8 kmpl,2999 CC,7,White,,,Delhi
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,₹ 8.95 Lakh,Comprehensive,"58,511 Kms",15.29 kmpl,1591 CC,5,Silver,,,Delhi
0,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,₹ 4.10 Lakh,Third Party insurance,"60,000 Kms",23.4 kmpl,1248 CC,5,Gray,,,Delhi
0,Diesel,SUV,Manual,3,Mahindra,Mahindra Scorpio,2019,₹ 12.50 Lakh,Third Party insurance,"40,000 Kms",16.36 kmpl,2179 CC,7,White,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2019,₹ 5.25 Lakh,Comprehensive,"43,500 Kms",22 kmpl,1197 CC,5,Blue,,,Delhi
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2019,₹ 6.25 Lakh,Comprehensive,"68,192 Kms",17.5 kmpl,1298 CC,5,Grey,,,Delhi
0,Diesel,SUV,Manual,3,Mahindra,Mahindra XUV500,2017,₹ 8.50 Lakh,Third Party insurance,"1,00,000 Kms",16 kmpl,1997 CC,7,Others,,,Delhi
0,Diesel,Hatchback,Manual,1,Honda,Honda Jazz,2015,₹ 3.40 Lakh,Comprehensive,"74,872 Kms",27.3 kmpl,1498 CC,5,Alabaster Silver Metallic,,,Delhi
0,Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2019,₹ 17.50 Lakh,Comprehensive,"47,000 Kms",12 kmpl,2393 CC,7,Grey,,,Delhi
0,Petrol,SUV,Manual,1,Maruti,Maruti Brezza,2022,₹ 12.95 Lakh,Third Party,"9,000 Kms",19.89 kmpl,1462 CC,5,Brown,,,Delhi
0,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2019,₹ 6.99 Lakh,Comprehensive,"31,000 Kms",18.78 kmpl,999 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,2,Tata,Tata Tiago,2018,₹ 3.99 Lakh,Comprehensive,"33,709 Kms",23.84 kmpl,1199 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2018,₹ 3.87 Lakh,Comprehensive,"1,23,617 Kms",20.89 kmpl,1197 CC,5,Silver,,,Delhi
0,Diesel,Sedan,Automatic,1,Audi,Audi A6,2015,₹ 14.75 Lakh,Comprehensive,"31,000 Kms",17.68 kmpl,1968 CC,5,White,,,Delhi
0,Cng,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,₹ 4.85 Lakh,Third Party insurance,"45,000 Kms",30.48 km/kg,1086 CC,5,Grey,,,Delhi
0,Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2014,₹ 2.95 Lakh,Third Party insurance,"82,000 Kms",33.54 kmpl,998 CC,5,White,,,Delhi
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2015,₹ 4.25 Lakh,Comprehensive,"36,400 Kms",23.1 kmpl,998 CC,5,Red,,,Delhi
0,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2017,₹ 71.25 Lakh,Comprehensive,"75,000 Kms",13.5 kmpl,2925 CC,5,Blue,,,Delhi
0,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2013,₹ 2.50 Lakh,Third Party insurance,"69,000 Kms",19.4 kmpl,1198 CC,5,Grey,,,Delhi
0,Diesel,Sedan,Manual,1,Fiat,Fiat Linea,2015,₹ 3.50 Lakh,Third Party insurance,"1,10,000 Kms",20.4 kmpl,1248 CC,5,Silver,,,Delhi
0,Diesel,SUV,Automatic,1,Nissan,Nissan Terrano,2016,₹ 6.45 Lakh,Comprehensive,"62,500 Kms",19.61 kmpl,1461 CC,5,Grey,,,Delhi
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,₹ 4.60 Lakh,Third Party insurance,"20,000 Kms",22.25 kmpl,799 CC,5,White,,,Delhi
0,Petrol,Sedan,Manual,2,Honda,Honda City,2014,₹ 4.58 Lakh,Zero Dep,"70,307 Kms",17.4 kmpl,1497 CC,5,Others,,,Delhi
0,Diesel,SUV,Automatic,1,Audi,Audi Q5,2015,₹ 18 Lakh,Third Party insurance,"50,000 Kms",14.16 kmpl,1968 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2020,₹ 5.80 Lakh,Third Party insurance,"30,000 Kms",20.89 kmpl,1197 CC,5,White,,,Delhi
0,Diesel,SUV,Automatic,1,BMW,BMW X5,2017,₹ 42 Lakh,Comprehensive,"65,000 Kms",15.97 kmpl,2993 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Ignis,2022,₹ 5.17 Lakh,Third Party,"4,108 Kms",20.89 kmpl,1197 CC,5,Silver,,,Delhi
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2020,₹ 7.50 Lakh,Comprehensive,"40,000 Kms",18.6 kmpl,1197 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2012,₹ 2.13 Lakh,Comprehensive,"91,926 Kms",20.36 kmpl,1197 CC,5,Others,,,Delhi
0,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2014,₹ 14.50 Lakh,Third Party insurance,"40,000 Kms",13 kmpl,2143 CC,5,Silver,,,Delhi
0,Cng,MUV,Manual,1,Maruti,Maruti Ertiga,2021,₹ 11 Lakh,Third Party insurance,"40,000 Kms",26.08 km/kg,1462 CC,7,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,₹ 6.11 Lakh,Third Party insurance,"60,000 Kms",21.4 kmpl,1197 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2021,₹ 7.45 Lakh,Third Party insurance,"23,200 Kms",21.01 kmpl,1197 CC,5,Silver,,,Delhi
0,Diesel,SUV,Automatic,1,Kia,Kia Seltos,2021,₹ 18.51 Lakh,Comprehensive,"36,000 Kms",18 kmpl,1493 CC,5,Black,,,Delhi
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,₹ 4.15 Lakh,Comprehensive,"50,000 Kms",18.9 kmpl,1197 CC,5,Grey,,,Delhi
0,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2017,₹ 10.75 Lakh,Comprehensive,"39,000 Kms",17.1 kmpl,1956 CC,5,Silver,,,Delhi
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2016,₹ 5.50 Lakh,Comprehensive,"55,000 Kms",21.4 kmpl,1197 CC,5,Silver,,,Delhi
0,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2020,₹ 5.40 Lakh,Comprehensive,"55,000 Kms",19.33 kmpl,1199 CC,5,White,,,Delhi
0,Petrol,MUV,Manual,1,Renault,Renault Triber,2019,₹ 5.40 Lakh,Third Party,"24,777 Kms",20 kmpl,999 CC,7,Yellow,,,Delhi
0,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2016,₹ 5.75 Lakh,Third Party insurance,"50,000 Kms",24.3 kmpl,1248 CC,5,Others,,,Delhi
0,Petrol,SUV,Automatic,1,Jeep,Jeep Wrangler,2021,₹ 62 Lakh,Comprehensive,"15,000 Kms",12.1 kmpl,1998 CC,5,Black,,,Delhi
0,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2012,₹ 2.86 Lakh,Comprehensive,"50,854 Kms",22.41 kmpl,1197 CC,5,Others,,,Delhi
0,Diesel,Sedan,Automatic,1,Audi,Audi A6,2014,₹ 8.90 Lakh,Third Party insurance,"1,34,000 Kms",17.68 kmpl,1968 CC,5,White,,,Delhi
0,Diesel,SUV,Automatic,1,MG,MG Gloster,2021,₹ 34.49 Lakh,Comprehensive,"33,000 Kms",12.4 kmpl,1996 CC,7,Black,,,Delhi
0,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2019,₹ 12.80 Lakh,Comprehensive,"34,000 Kms",14.62 kmpl,1999 CC,5,Blue,,,Delhi
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,₹ 3.56 Lakh,Comprehensive,"52,515 Kms",22.41 kmpl,1197 CC,5,Silver,,,Delhi
0,Petrol,MUV,Manual,1,Toyota,Toyota Innova Crysta,2020,₹ 19.50 Lakh,Comprehensive,"45,000 Kms",8 kmpl,2694 CC,7,White,,,Delhi
0,Diesel,Sedan,Automatic,1,Audi,Audi A6,2015,₹ 20.90 Lakh,Third Party insurance,"59,000 Kms",18.53 kmpl,1968 CC,5,White,,,Delhi
0,Petrol,Sedan,Manual,2,Fiat,Fiat Linea,2009,₹ 1.15 Lakh,Not Available,"29,582 Kms",16 kmpl,1368 CC,5,Red,,,Delhi
0,Petrol,SUV,Manual,1,Mahindra,Mahindra Scorpio N,2023,₹ 15 Lakh,Third Party insurance,"10,000 Kms",,1997 CC,7,White,,,Delhi
0,Petrol,Sedan,Automatic,1,Toyota,Toyota Corolla Altis,2017,₹ 11.90 Lakh,Third Party insurance,"41,000 Kms",14.28 kmpl,1798 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,2,Renault,Renault KWID,2017,₹ 2.95 Lakh,Comprehensive,"57,806 Kms",25.17 kmpl,799 CC,5,Silver,,,Delhi
0,Petrol,Sedan,Automatic,1,Honda,Honda City,2019,₹ 10 Lakh,Third Party insurance,"20,000 Kms",18 kmpl,1497 CC,5,Golden Brown,,,Delhi
0,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2018,₹ 2.13 Lakh,Zero Dep,"66,227 Kms",22.7 kmpl,799 CC,5,Silver,,,Delhi
0,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,2010,₹ 1.35 Lakh,Third Party insurance,"1,00,000 Kms",19.81 kmpl,1086 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Automatic,2,Tata,Tata Tiago,2019,₹ 5.95 Lakh,Comprehensive,"43,220 Kms",23.84 kmpl,1199 CC,5,Grey,,,Delhi
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2015,₹ 3 Lakh,Third Party insurance,"1,00,000 Kms",18 kmpl,1197 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,2,Renault,Renault KWID,2018,₹ 4.25 Lakh,Comprehensive,"13,500 Kms",23.01 kmpl,999 CC,5,Red,,,Delhi
0,Petrol,Sedan,Manual,2,Tata,Tata Tigor,2016,₹ 3.30 Lakh,Third Party insurance,"60,000 Kms",23.84 kmpl,1199 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 4.78 Lakh,Third Party insurance,"43,929 Kms",21.4 kmpl,1197 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2017,₹ 4.50 Lakh,Third Party insurance,"70,000 Kms",20.51 kmpl,998 CC,5,Others,,,Delhi
0,Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2018,₹ 9 Lakh,Third Party insurance,"70,000 Kms",15.1 kmpl,2179 CC,7,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,₹ 6.80 Lakh,Third Party insurance,"50,000 Kms",21.01 kmpl,1197 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,2010,₹ 1.35 Lakh,Third Party insurance,"1,00,000 Kms",19.81 kmpl,1086 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2018,₹ 3.85 Lakh,Comprehensive,"34,250 Kms",25.17 kmpl,799 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,₹ 2.40 Lakh,Third Party insurance,"90,000 Kms",19.4 kmpl,1198 CC,5,Others,,,Delhi
0,Cng,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,₹ 6.26 Lakh,Third Party,"64,847 Kms",,1197 CC,5,Silver,,,Delhi
0,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2021,₹ 13.50 Lakh,Third Party insurance,"50,000 Kms",,1493 CC,5,Black,,,Delhi
0,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,₹ 2.40 Lakh,Third Party insurance,"90,000 Kms",19.4 kmpl,1198 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2015,₹ 3.45 Lakh,1,"62,150 Kms",19.81 kmpl,1086 CC,5,Silver,,,Delhi
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Ignis,2018,₹ 5.05 Lakh,,"41,200 Kms",20.89 kmpl,1197 CC,5,White,,,Delhi
0,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2018,₹ 7.49 Lakh,Comprehensive,"67,000 Kms",14.7 kmpl,1496 CC,5,Silver,,,Delhi
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2011,₹ 1.40 Lakh,Third Party insurance,"41,705 Kms",21.1 kmpl,814 CC,5,Silver,,,Delhi
0,Petrol,SUV,Automatic,1,Mahindra,Mahindra Thar,2021,₹ 15 Lakh,Third Party,"9,000 Kms",15.2 kmpl,1997 CC,4,Red,,,Delhi
0,Petrol,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,₹ 29.95 Lakh,Comprehensive,"27,120 Kms",13.7 kmpl,1991 CC,5,Red,,,Delhi
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2014,₹ 3.25 Lakh,Third Party insurance,"1,20,000 Kms",25.2 kmpl,1248 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2017,₹ 4.31 Lakh,Comprehensive,"55,000 Kms",20.4 kmpl,1197 CC,5,Grey,,,Delhi
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,₹ 7.80 Lakh,Third Party insurance,"69,000 Kms",15.8 kmpl,1591 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2009,₹ 1.70 Lakh,Third Party insurance,"90,000 Kms",20.36 kmpl,1197 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2019,₹ 5.30 Lakh,Third Party insurance,"40,000 Kms",21.01 kmpl,1197 CC,5,Others,,,Delhi
0,Petrol,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2021,₹ 9.49 Lakh,Zero Dep,"18,432 Kms",18.76 kmpl,1462 CC,5,Silver,,,Delhi
0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2016,₹ 4.79 Lakh,Third Party insurance,"43,584 Kms",17.8 kmpl,1198 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,₹ 5.62 Lakh,Third Party insurance,"17,665 Kms",21.4 kmpl,1197 CC,5,White,,,Delhi
0,Diesel,SUV,Manual,2,Ford,Ford Ecosport,2017,₹ 6 Lakh,Third Party insurance,"70,000 Kms",22.77 kmpl,1498 CC,5,Others,,,Delhi
0,Petrol,Sedan,Manual,1,Tata,Tata Tigor,2022,₹ 7.35 Lakh,Third Party,"10,203 Kms",19.28 kmpl,1199 CC,5,Black,,,Delhi
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2015,₹ 4.20 Lakh,Third Party insurance,"70,000 Kms",18.9 kmpl,1197 CC,5,Others,,,Delhi
0,Petrol,Sedan,Manual,1,Honda,Honda City,2015,₹ 5.49 Lakh,Comprehensive,"63,000 Kms",16.8 kmpl,1497 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2013,₹ 3.22 Lakh,Third Party,"45,244 Kms",16.47 kmpl,1198 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2009,₹ 1.80 Lakh,Third Party insurance,"80,000 Kms",20.36 kmpl,1197 CC,5,Others,,,Delhi
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,₹ 4.72 Lakh,Comprehensive,"77,611 Kms",21.4 kmpl,1197 CC,5,Blue,,,Delhi
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2016,₹ 7.15 Lakh,Comprehensive,"68,000 Kms",15.29 kmpl,1591 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti A-Star,2012,₹ 2.20 Lakh,Third Party insurance,"1,10,000 Kms",19 kmpl,998 CC,5,White,,,Delhi
0,Petrol,Sedan,Manual,1,Honda,Honda City,2021,₹ 9 Lakh,Third Party insurance,"30,000 Kms",17.4 kmpl,1497 CC,5,Others,,,Delhi
0,Petrol,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2022,₹ 25.50 Lakh,Comprehensive,"15,000 Kms",8 kmpl,2694 CC,7,White,,,Delhi
0,Petrol,Sedan,Manual,1,Honda,Honda City,2014,₹ 4.99 Lakh,Comprehensive,"67,000 Kms",16.8 kmpl,1497 CC,5,Grey,,,Delhi
0,Diesel,SUV,Manual,1,Mitsubishi,Mitsubishi Pajero,2014,₹ 8.57 Lakh,Third Party insurance,"70,000 Kms",13.5 kmpl,2477 CC,7,Others,,,Delhi
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2017,₹ 4.45 Lakh,Comprehensive,"34,568 Kms",20.4 kmpl,1197 CC,5,Silver,,,Delhi
0,Petrol,SUV,Automatic,1,Mahindra,Mahindra XUV700,2022,₹ 23.50 Lakh,Third Party insurance,"10,000 Kms",,1999 CC,7,Others,,,Delhi
0,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2017,₹ 5.01 Lakh,Zero Dep,"54,101 Kms",16.2 kmpl,1199 CC,5,Red,,,Delhi
0,Diesel,Hatchback,Manual,1,Toyota,Toyota Etios Cross,2015,₹ 4 Lakh,Third Party insurance,"1,20,000 Kms",23.59 kmpl,1364 CC,5,Others,,,Delhi
0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2016,₹ 4.40 Lakh,Comprehensive,"67,000 Kms",19.5 kmpl,1199 CC,5,Silver,,,Delhi
0,Petrol,Sedan,Automatic,2,Volkswagen,Volkswagen Vento,2016,₹ 6.31 Lakh,Third Party insurance,"88,952 Kms",18.19 kmpl,1197 CC,5,Yellow,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2019,₹ 5.45 Lakh,Comprehensive,"65,000 Kms",20.52 kmpl,1197 CC,5,Blue,,,Delhi
0,Petrol,Sedan,Automatic,2,Honda,Honda City,2015,₹ 5.49 Lakh,Comprehensive,"69,000 Kms",18 kmpl,1497 CC,5,Grey,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,₹ 2.43 Lakh,Comprehensive,"50,979 Kms",18.9 kmpl,998 CC,5,Blue,,,Delhi
0,Diesel,Sedan,Automatic,2,Audi,Audi A4,2014,₹ 8.90 Lakh,Comprehensive,"95,000 Kms",17.11 kmpl,1968 CC,5,Grey,,,Delhi
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,₹ 5.46 Lakh,Third Party insurance,"58,696 Kms",18.6 kmpl,1197 CC,5,Others,,,Delhi
0,Petrol,SUV,Automatic,1,BMW,BMW X4,2022,₹ 64.75 Lakh,Third Party insurance,"8,000 Kms",12.81 kmpl,1998 CC,5,Blue,,,Delhi
0,Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,₹ 28 Lakh,Comprehensive,"45,000 Kms",17.9 kmpl,2143 CC,5,Silver,,,Delhi
0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2022,₹ 10.90 Lakh,Third Party insurance,"30,000 Kms",18.15 kmpl,998 CC,5,Blue,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2020,₹ 5.75 Lakh,Comprehensive,"44,000 Kms",20.89 kmpl,1197 CC,5,White,,,Delhi
0,Petrol,SUV,Automatic,1,Land Rover,Land Rover Defender,2023,₹ 1.32 Crore,Comprehensive,"1,600 Kms",9.2 kmpl,1997 CC,5,White,,,Delhi
0,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2022,₹ 8 Lakh,Third Party insurance,"30,000 Kms",22.61 kmpl,1197 CC,5,Gray,,,Delhi
0,Diesel,SUV,Automatic,2,Mahindra,Mahindra Thar,2022,₹ 16.51 Lakh,Third Party,"35,011 Kms",,2184 CC,4,Black,,,Delhi
0,Petrol,SUV,Manual,1,Tata,Tata Nexon,2021,₹ 8.20 Lakh,Zero Dep,"18,110 Kms",17.33 kmpl,1199 CC,5,White,,,Delhi
0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2014,₹ 5.45 Lakh,Third Party insurance,"90,000 Kms",15.1 kmpl,2179 CC,7,Others,,,Delhi
0,Petrol,SUV,Manual,2,Honda,Honda WR-V,2017,₹ 6.25 Lakh,Third Party,"24,349 Kms",17.5 kmpl,1199 CC,5,Silver,,,Delhi
0,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2019,₹ 8 Lakh,Third Party insurance,"60,000 Kms",22.1 kmpl,1396 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,₹ 5.99 Lakh,Zero Dep,"81,711 Kms",18.6 kmpl,1197 CC,5,Blue,,,Delhi
0,Petrol,SUV,Automatic,1,Land Rover,Land Rover Defender,2023,₹ 1.32 Crore,Comprehensive,101 Kms,9.2 kmpl,1997 CC,5,White,,,Delhi
0,Cng,Hatchback,Manual,1,Tata,Tata Tiago,2022,₹ 7.25 Lakh,Comprehensive,"30,400 Kms",26.49 km/kg,1199 CC,5,White,,,Delhi
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2013,₹ 2.16 Lakh,Comprehensive,"23,961 Kms",21.1 kmpl,814 CC,5,Silver,,,Delhi
0,Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Liva,2018,₹ 5.25 Lakh,Third Party insurance,"66,300 Kms",17.71 kmpl,1197 CC,5,White,,,Delhi
0,Diesel,Coupe,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC Coupe,2020,₹ 69.50 Lakh,Comprehensive,"38,000 Kms",16.34 kmpl,1950 CC,5,Grey,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio X,2019,₹ 4.80 Lakh,Zero Dep,"20,802 Kms",21.63 kmpl,998 CC,5,Silver,,,Delhi
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R Stingray,2013,₹ 2.76 Lakh,Third Party,"54,420 Kms",20.51 kmpl,998 CC,5,Silver,,,Delhi
0,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2014,₹ 34.50 Lakh,Comprehensive,"72,000 Kms",13.5 kmpl,2987 CC,5,Grey,,,Delhi
0,Petrol,SUV,Automatic,1,Lexus,Lexus RX,2020,₹ 88 Lakh,Comprehensive,"19,000 Kms",18.8 kmpl,3456 CC,5,Black,,,Delhi
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2012,₹ 3.35 Lakh,Comprehensive,"92,000 Kms",17.01 kmpl,1591 CC,5,White,,,Delhi
0,Diesel,Sedan,Automatic,1,Audi,Audi A3,2019,₹ 22.90 Lakh,Third Party insurance,"24,000 Kms",20.38 kmpl,1968 CC,5,White,,,Delhi
0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,₹ 11.50 Lakh,Comprehensive,"59,801 Kms",14.8 kmpl,1591 CC,5,Silver,,,Delhi
0,Petrol,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2020,₹ 9.85 Lakh,Comprehensive,"32,228 Kms",18.76 kmpl,1462 CC,5,White,,,Delhi
0,Petrol,SUV,Manual,3,Mitsubishi,Mitsubishi Outlander,2012,₹ 15.50 Lakh,Third Party insurance,"1,02,788 Kms",11.3 kmpl,2360 CC,5,White,Six Speed Manual with Paddle Shifter,All Wheel Drive,Delhi
